,lonbins,latbins,ubar,vbar
0,-91.0,23.8,0.0,0.0
1,-90.86909090909091,23.8,0.0,0.0
2,-90.73818181818181,23.8,0.0,0.0
3,-90.60727272727273,23.8,0.0,0.0
4,-90.47636363636363,23.8,0.0,0.0
5,-90.34545454545454,23.8,0.0,0.0
6,-90.21454545454546,23.8,0.0,0.0
7,-90.08363636363636,23.8,0.0,0.0
8,-89.95272727272727,23.8,0.0,0.0
9,-89.82181818181819,23.8,0.0,0.0
10,-89.69090909090909,23.8,0.0,0.0
11,-89.56,23.8,0.0,0.0
12,-89.4290909090909,23.8,0.0,0.0
13,-89.29818181818182,23.8,0.0,0.0
14,-89.16727272727273,23.8,0.0,0.0
15,-89.03636363636363,23.8,0.0,0.0
16,-88.90545454545455,23.8,0.0,0.0
17,-88.77454545454546,23.8,0.0,0.0
18,-88.64363636363636,23.8,0.0,0.0
19,-88.51272727272728,23.8,0.0,0.0
20,-88.38181818181818,23.8,0.0,0.0
21,-88.25090909090909,23.8,0.0,0.0
22,-88.12,23.8,0.0,0.0
23,-87.9890909090909,23.8,0.0,0.0
24,-87.85818181818182,23.8,0.0,0.0
25,-87.72727272727272,23.8,0.0,0.0
26,-87.59636363636363,23.8,0.0,0.0
27,-87.46545454545455,23.8,0.0,0.0
28,-87.33454545454545,23.8,0.0,0.0
29,-87.20363636363636,23.8,0.0,0.0
30,-87.07272727272728,23.8,0.0,0.0
31,-86.94181818181818,23.8,0.0,0.0
32,-86.81090909090909,23.8,0.0,0.0
33,-86.67999999999999,23.8,0.0,0.0
34,-86.5490909090909,23.8,0.0,0.0
35,-86.41818181818182,23.8,0.0,0.0
36,-86.28727272727272,23.8,0.0,0.0
37,-86.15636363636364,23.8,0.0,0.0
38,-86.02545454545455,23.8,0.0,0.0
39,-85.89454545454545,23.8,0.0,0.0
40,-85.76363636363637,23.8,0.0,0.0
41,-85.63272727272727,23.8,0.0,0.0
42,-85.50181818181818,23.8,0.0,0.0
43,-85.3709090909091,23.8,0.0,0.0
44,-85.24,23.8,0.0,0.0
45,-85.10909090909091,23.8,0.0,0.0
46,-84.97818181818181,23.8,0.0,0.0
47,-84.84727272727272,23.8,0.0,0.0
48,-84.71636363636364,23.8,0.0,0.0
49,-84.58545454545454,23.8,0.0,0.0
50,-84.45454545454545,23.8,0.0,0.0
51,-84.32363636363637,23.8,0.0,0.0
52,-84.19272727272727,23.8,0.0,0.0
53,-84.06181818181818,23.8,0.0,0.0
